,x,y
294,0.18456787,-0.71020657
295,-0.041035306,0.80030483
296,0.37316874,-0.552395
297,0.21134666,0.7015593
298,-0.10703111,-0.72274536
299,1.7922659,-0.52076447
300,-0.7104968,0.8404782
301,0.49960545,-0.27053377
302,-0.7128931,-0.8927484
303,0.5276726,-0.28396663
304,-0.45330444,-0.68860847
305,-0.42907155,0.2770777
306,-0.9258296,-0.062125076
307,0.25174972,0.71743035
308,0.72566336,1.3877811
309,0.2546864,0.16142175
310,-1.1490821,-1.4216816
311,0.27241534,-1.2298173
312,-1.301706,-0.0036849845
313,0.1045193,-0.16382286
314,0.25258848,-1.2096263
315,1.7327303,-0.79773116
316,-0.83723,-0.48467004
317,1.2073493,-0.59339803
318,0.6389606,-0.27508023
319,-0.8989284,0.69268525
320,0.09971629,-0.17331049
321,0.25618532,-0.239395
322,-1.6968757,-0.4968124
323,-0.047063854,-0.46781904
324,0.47252268,-0.53391266
325,0.20784429,0.19200057
326,0.33483496,1.4279647
327,0.7885056,1.31384
328,0.41909274,-0.5422044
329,0.509534,-0.2933832
330,1.1213759,-0.6296509
331,0.25177217,-1.8830707
332,1.1250966,0.5043729
333,0.6892003,-1.0336789
334,-1.5143422,0.6111547
335,1.2823797,0.29623675
336,-0.22757071,0.17875965
337,0.8848425,-0.95306826
338,1.7833567,0.33180246
339,-1.1123319,1.1395254
340,1.5944098,0.6651903
341,-1.3041967,-0.51088643
342,1.8080326,0.26981285
343,-0.20086347,-0.14455996
344,0.9984074,-0.83634776
345,-0.8194511,1.3532388
346,-0.7900751,0.7645483
347,1.1879007,1.2165855
348,0.37126377,-0.55661297
349,-0.9888277,1.2453371
350,-0.8296988,-0.44166365
351,0.95307255,0.6766829
352,0.08325906,-0.17098358
353,-0.891017,-1.6264905
354,-0.23330332,-1.1304502
355,1.0365181,-0.120860666
356,1.2268525,-1.4398516
357,-1.1881021,-1.3873793
358,1.7888094,-0.53404343
359,-0.73346055,-0.7143473
360,0.44159114,-0.53546935
361,-0.46485996,-0.6871876
362,-0.24410668,0.19636513
363,0.8751196,0.62403935
364,-0.28774324,1.4910902
365,0.51900053,-0.29764307
366,0.4344158,-0.53789747
367,0.57812375,0.23589678
368,-0.113770425,-0.17287056
369,0.5555725,0.036465734
370,-0.09899787,0.18713443
371,-0.39100996,-1.2988342
372,0.13887073,-0.18346317
373,0.55872333,-0.75510436
374,-1.1276705,1.1072079
375,0.25188097,0.15739493
376,-0.48797658,0.31416866
377,1.0203004,-0.79898286
378,-1.1542993,-0.61404026
379,0.68420875,-0.07676911
380,0.8773131,-0.95025253
381,-0.6861982,-1.7438805
382,-0.015395222,-0.229505
383,-0.09955666,-0.63808316
384,-0.19784237,-1.2156386
385,1.4400117,-1.2330753
386,1.4379609,-1.2562766
387,1.8067843,-0.021686789
388,1.1261425,-0.6473709
389,-1.4389387,0.0645458
390,-0.31726474,0.93117577
391,0.08100304,-0.16912408
392,-0.0433026,-0.5115569
393,0.081449404,0.6086529
394,-0.5446761,-1.2248
395,0.587487,-1.2698691
396,0.557363,-0.2792193
397,1.7478926,-0.20449409
398,-0.16257486,-0.15252686
399,0.54824007,-0.38276324
400,-1.316604,-0.4323167
401,0.07118616,-0.9809301
402,0.07398076,1.5379964
403,0.068763465,-1.7160842
404,-0.4663049,-1.30313
405,0.3876802,-0.5479024
406,0.011608475,-0.5715846
407,-0.1860687,-0.1407925
408,0.9609147,0.6611177
409,1.472688,-1.1687305
410,-0.113234706,-0.8499396
411,0.47811627,-0.53514045
412,0.11047603,-0.17076774
413,-0.03870002,-0.17685981
414,0.20196977,0.16489519
415,-0.11023617,0.86137086
416,0.60809696,-1.2752856
417,-0.03999833,0.7795801
418,1.7500769,-0.70690227
419,0.8578068,-0.91285247
420,-0.9073276,-0.10488589
421,0.1805188,-0.28614548
422,-0.19433078,-0.7368346
423,-1.2692726,0.06467208
424,1.3912338,-0.47122183
425,-0.91391116,-0.17459145
426,1.1024913,0.58125585
427,0.71701306,-0.09376225
428,-0.42546085,0.32159716
429,1.743003,-0.705668
430,-0.04471778,-0.49285787
431,0.5274595,-1.2474693
432,0.9417746,-1.228824
433,-0.054002132,0.8100426
434,-0.71074843,0.8406205
435,-0.6738968,0.3576199
436,0.29185203,-0.28980443
437,-0.07878923,0.20102437
438,1.028777,-0.20660429
439,0.4001469,0.09191878
440,-0.74919707,-0.074678
441,0.76473874,-1.7755654
442,1.7931726,-0.02894689
443,-0.9032899,-0.28257614
444,1.2685245,-1.4674466
445,1.2997084,1.1092701
446,-1.1044958,-1.4895439
447,-1.2097157,0.4907033
448,0.4630033,-0.27110586
449,-0.20080848,-1.2279962
450,-0.08470623,0.20104522
451,-0.08591064,-1.01614
452,1.1041775,0.53539854
453,1.1120147,0.5223921
454,-0.9263042,-0.06212551
455,1.7324821,-0.26662353
456,1.0284934,-0.19094852
457,-1.6206009,0.28471196
458,0.98725677,-1.2337486
459,0.26227298,-1.8862747
460,-0.61576426,0.28857002
461,-0.2395425,-1.8726704
462,0.098559536,-0.15944642
463,-0.1216549,-0.5300522
464,1.0285169,0.17732847
465,-0.36014158,-0.37392503
466,0.5456883,0.25129578
467,0.16122219,-0.19589946
468,-0.66591096,0.29253256
469,1.4662955,0.012892056
470,-0.48314083,0.31496522
471,-0.7334568,-0.84136844
472,0.174828,0.16622047
473,0.022378795,-0.18640329
474,-0.058686797,-0.43612778
475,0.4240832,-0.27009112
476,-0.3543714,-0.411982
477,0.09145734,0.6970971
478,-0.0010435416,-0.23172595
479,-0.16970228,-0.14861669
480,1.2943014,1.1124902
481,-0.043779865,0.7394747
482,-0.27166235,-0.6724651
483,0.7286235,0.6930439
484,-0.927609,1.2870325
485,0.5855592,-0.30101484
486,0.1616671,0.13582323
487,-0.21309894,-1.2813462
488,0.14340721,-0.1898109
489,0.393452,-0.5515438
490,0.26631656,-1.8890034
491,1.1884829,1.2136203
492,1.6190926,0.64276797
493,0.98291653,-0.011920342
494,-0.20833527,-0.46588153
495,0.2562187,-1.8855939
496,0.8014465,0.654966
497,0.71632373,1.379235
498,0.95221335,-1.687428
499,-1.6587802,0.117527075
500,-0.0016417957,0.68587416
501,0.8834892,-1.7252657
502,0.54699355,-1.8425057
503,0.5317811,0.8081391
504,1.0882255,-0.028689718
505,-1.1173948,0.023772953
506,0.5357536,0.7442129
507,1.7470702,-0.71101195
508,0.6894069,-0.12704822
509,0.07016703,-0.1770752
510,-1.0114591,1.2069422
511,0.4102119,-0.54318607
512,-0.080212355,0.19061846
513,-0.19300476,-0.13880907
514,-0.9302283,-0.10902989
515,1.5306365,-1.1126595
516,0.56857187,-0.27981162
517,-1.3916234,0.37784773
518,-1.2695153,0.012882126
519,0.16366802,0.18315022
520,-1.0160383,1.2043567
521,0.5819363,0.23219824
522,0.10587754,1.5271126
523,-0.4619307,-0.6782862
524,0.3695349,-0.5534322
525,1.2111282,0.5096966
526,0.72148,0.7442726
527,0.01823903,-1.6864105
528,-1.2294755,-0.67021364
529,-0.4554727,-0.14512134
530,0.081004515,-0.17206836
531,-0.12927647,-1.8818938
532,1.1970503,1.20404
533,-0.19276716,-1.2065357
534,0.60546935,1.456251
535,-1.532748,0.116076015
536,0.28688493,-1.2732351
537,-0.27608314,1.5223292
538,-0.08693908,0.19540551
539,1.8231198,0.22594014
540,1.0742617,-0.6868926
541,-1.32256,0.03983238
542,0.3850654,-0.5503252
543,-0.8058267,-1.1137096
544,-0.7903451,-1.6870277
545,1.3802938,-0.5134342
546,-1.6585829,0.11836356
547,-0.8938488,-1.6244998
548,-1.0200827,-1.5709251
549,-0.09834197,0.85407346
550,-1.6835805,-0.5994956
551,-0.1738539,-0.15155406
552,1.3073826,-0.58236986
553,0.71454996,1.38445
554,-0.39296544,1.4737751
555,0.60383666,-1.0617502
556,0.33449,0.11606716
557,-0.08822215,0.19785856
558,0.8969665,-0.9427137
559,-0.19353956,-0.49288318
560,-0.48773336,0.30958351
561,0.15851854,0.15746012
562,-0.0133325765,0.6835826
563,-1.2653295,-1.3141247
564,0.121161416,-0.17503275
565,-1.5138576,-0.9825004
566,0.05737874,1.5330572
567,0.33899012,-1.2032406
568,0.046519414,-1.603077
569,-0.03470865,-0.42663732
570,-0.81364053,-1.1737856
571,-0.20142263,-0.14370112
572,-0.40421307,0.27460438
573,-0.009924382,-0.7935912
574,-0.01522374,-0.53834015
575,1.0123215,-0.15045299
576,0.651412,1.4377705
577,0.15231892,0.12618767
578,0.85976213,-0.9274767
579,-0.17143798,-0.14813517
580,0.60350496,-0.24965435
581,-0.38326648,1.4500751
582,-0.4254895,0.29483268
583,-0.74270153,1.382946
584,-0.14973854,-1.1955571
585,-0.1625722,-0.15252732
586,-1.3534625,-1.178137
587,-0.89649636,-1.6245769
588,0.0932932,0.6476824
589,0.5341431,0.022766102
590,-0.8944733,-1.6240593
591,0.5390095,-1.0321567
592,-1.1635703,-1.4150776
593,-0.33370164,0.9369691
594,-0.45700935,-0.6888128
595,0.65253574,1.4370278
596,0.85672855,-1.2308625
597,0.18819623,0.1467745
598,-0.45571497,-0.6866972
599,-1.5203161,0.5982664
600,1.2389152,0.41688147
601,-0.84689754,1.3322443
602,-0.4337266,-0.68783545
603,-0.9654752,-0.044006377
604,-0.5195535,0.96176845
605,0.08457108,0.6292627
606,-0.74769413,0.8066592
607,1.0026171,-1.64037
608,0.10504017,1.5250108
609,-0.43814343,0.30073094
610,0.26595798,-0.5826654
611,-0.08756526,0.20108458
612,1.114079,0.52635646
613,0.49165598,-1.8604977
614,0.37949952,-0.55769444
615,-0.20798148,0.9281563
616,0.4027815,0.09539684
617,-1.0899484,-0.98905516
618,-0.64397526,-1.7616391
619,1.2303302,0.44673577
620,-0.47932398,-1.8219626
621,0.24968049,0.753422
622,0.24551843,0.68678415
623,-0.3865448,-1.2990088
624,0.44116175,-0.53713244
625,0.112188704,-0.17230931
626,-0.3169157,0.9307505
627,-1.0301207,0.088927455
628,-1.6176586,-0.14912502
629,0.41236436,-0.5420228
630,0.334376,0.11220232
631,1.005982,-0.196232
632,0.07484636,0.6607559
633,-1.629402,-0.12587003
634,-1.6078597,-0.21478704
635,-0.61762744,0.29161742
636,-0.008037792,-0.544971
637,0.19825596,0.7123058
638,1.7415665,-0.15890081
639,-1.4553418,0.7121925
640,-0.1744957,-0.8809226
641,-0.34117368,0.9286967
642,1.7645338,-0.05988556
643,-0.002697908,-0.54098386
644,0.78339505,0.6743409
645,-0.20337619,-0.14391878
646,0.31720743,-0.21803193
647,-0.08393247,0.18779208
648,1.2031013,1.1995902
649,0.17233099,0.16775721
650,-1.6570781,0.10469043
651,-0.050714374,-0.51907665
652,1.7687109,-0.20941912
653,0.3843908,-0.5548265
654,-0.8789896,-0.24370353
655,-0.45527112,0.3164117
656,0.99224854,-1.6473192
657,0.19717118,-0.20072336
658,1.7896321,-0.53229576
659,0.3847706,0.10019666
660,0.53794336,-0.26325756
661,0.5878294,-1.266211
662,1.4729296,-1.1690466
663,-0.24679215,-1.8594798
664,-0.83259845,1.3454702
665,-0.089983374,0.19662379
666,0.47171786,-1.8664523
667,0.38091588,-0.5504126
668,0.15464173,0.18502973
669,-0.7519587,0.8007062
670,1.0229192,-0.2038385
671,-1.2740005,-0.63129777
672,-1.3810455,0.001051731
673,-0.2005754,-0.14399305
674,0.079242274,1.5345627
675,1.8072463,-0.01597412
676,-0.04114473,-0.2120433
677,-0.47548383,-1.8209732
678,0.38621432,-0.54999083
679,-0.0879455,0.18866694
680,0.08355597,-0.16670762
681,1.2878329,0.297287
682,-0.09252095,0.19662684
683,-0.08098445,-0.15857455
684,0.011598518,0.7449511
685,-0.06582664,0.7890751
686,1.0785661,-0.81374437
687,1.2052691,1.1985478
688,-1.4080515,0.83790666
689,1.4370815,-1.2501776
690,-0.17103894,-0.5216259
691,1.3884399,0.0697511
692,-0.0764049,0.63529867
693,-0.109277666,-0.9850086
694,0.113126546,-0.16775979
695,-0.4608791,-0.6785322
696,-0.44537818,0.32179278
697,1.0481706,-0.115806825
698,0.76073694,0.7096665
699,-1.4396195,-1.0741012
700,1.3182077,1.0923085
701,-1.259162,-0.62280816
702,1.2643148,0.33741915
703,-1.0124345,1.2073952
704,-1.3466427,-1.1833813
705,0.27594158,0.15770821
706,0.38076943,-0.264514
707,0.806774,0.6544974
708,-0.16317686,-0.14990355
709,-0.06133862,0.19028063
710,0.38114542,-0.26992202
711,-0.47743425,-1.8214972
712,0.22711624,1.4886396
713,-0.2862099,1.5292779
714,-1.4085232,0.29017952
715,0.79250675,0.7029054
716,-1.1259757,0.69910914
717,0.89465445,-0.9296424
718,-0.4358927,-0.69523686
719,-0.92461574,-0.06641448
720,0.23357432,-0.27297696
721,-0.9052352,1.3062091
722,-0.34519157,0.93422717
723,-0.31689858,0.9307509
724,-0.41047695,1.4696654
725,0.25502956,0.71542346
726,0.24621944,0.7556381
727,0.3360852,-0.57907814
728,-0.10583735,0.18926218
729,-1.2298506,0.041682567
730,-1.1121478,0.7181177
731,0.53462875,-0.3819936
732,-0.44621328,-0.6892994
733,-0.042153724,0.6279254
734,0.9906325,-0.016006777
735,-1.3496974,-1.1786648
736,-0.04181585,-0.22009279
737,0.4026988,-0.54579055
738,1.40889,-1.2819167
739,-0.9081171,-1.5951606
740,-0.9081361,-0.2016782
741,-1.1603118,1.0779445
742,-1.1779413,-1.3966808
743,-1.416981,0.057209294
744,-0.1980867,-1.2244165
745,-0.44817027,-0.68673724
746,0.63499755,1.4039527
747,0.17886174,0.12971008
748,0.3504699,-1.211371
749,-1.6803015,-0.3701666
750,0.95020276,-1.6837991
751,-0.93249166,-0.14146955
752,0.505081,0.04941241
753,0.99724674,-1.6451021
754,0.18053018,-0.28614482
755,1.8139647,0.0033896693
756,-0.09162519,0.19575535
757,0.2363551,1.4836192
758,0.86934066,-1.7314758
759,1.0486103,-1.6259096
760,0.048739888,-0.569305
761,0.19067265,-0.1941804
762,-0.048717093,-0.17667991
763,1.0445561,-0.0706716
764,-0.5940263,0.2679852
765,-0.51604074,1.4075645
766,-1.4617577,0.6976096
767,0.62313694,-0.2850346
768,-1.6615341,0.07568646
769,-0.20103431,-1.2277578
770,-0.6775761,-1.7477711
771,0.6478071,0.74969095
772,1.5435086,0.74687076
773,-0.446059,-0.6884058
774,0.91342163,-0.7945046
775,0.49275854,-1.8597462
776,-0.34053722,0.9286523
777,-0.5013438,0.31207973
778,0.20484631,0.55712956
779,1.3665092,-1.3421127
780,-1.0145701,-0.010371114
781,-1.1130835,-0.88175184
782,0.2825615,-0.57312727
783,-0.37256175,-0.40846902
784,0.28265524,-0.23111638
785,-0.20027141,-1.21247
786,-0.9503524,-1.1219373
787,-1.1189895,0.6797991
788,0.61003196,0.23070116
789,-1.6722199,-0.35528177
790,-0.5661473,0.2941176
791,0.52837807,0.8063558
792,-1.5032303,0.6329968
793,0.34726274,0.09895678
794,0.1438869,1.5019794
795,-1.6976534,-0.50158167
796,-0.4342306,0.32185203
797,-0.46522462,0.3179406
798,1.6846948,0.536572
799,-0.80549693,-0.73703617
800,-0.2977099,-0.4240442
801,-1.66299,0.051076893
802,-1.475531,0.67957413
803,-0.4751662,-1.8210726
804,0.5137107,-0.288069
805,0.0804107,-0.16590877
806,-0.6048785,0.13262261
807,0.5377437,-0.3797183
808,0.18170238,0.13791214
809,-0.27681234,1.4645097
810,1.1610188,-0.5404634
811,0.12158305,-0.17542869
812,-0.06931164,-0.17718945
813,0.46145055,0.87202114
814,-1.1413147,-0.87704813
815,-0.20675008,-1.2170346
816,0.44848028,-1.8771359
817,0.4830107,-1.3519803
818,0.86823714,-0.95898986
819,0.38843146,-0.55082744
820,1.6163387,0.5665521
821,0.81534314,-0.95658684
822,-0.05219339,0.6226367
823,-1.5057502,0.6267493
824,0.93025345,-0.7569474
825,0.23823266,-0.58682394
826,-0.4739508,-0.44440594
827,0.5240014,-0.38420254
828,0.27832487,-0.2121648
829,-0.54978186,1.4302852
830,0.72790295,1.3887589
831,-0.6565396,-0.9719526
832,0.8385303,1.2959137
833,0.36240566,-0.5564055
834,1.0427159,-1.6289034
835,1.1679281,-0.29682633
836,-1.0074294,1.2121239
837,-0.58288324,0.29302466
838,-1.4748218,-1.0323514
839,-0.4082594,1.4696109
840,1.0668037,1.267667
841,-0.18596575,-0.14118075
842,0.014187692,-0.58395904
843,-0.47339344,-0.403564
844,-0.16961138,-0.14862
845,-0.05372871,0.78491914
846,-1.1898146,1.0508944
847,0.21937704,0.68352956
848,0.7587457,-1.7793846
849,-0.27498156,1.503072
850,-1.6816117,-0.3737882
851,-0.06328384,-0.20950246
852,-0.17387986,-0.15097277
853,-0.4142485,-0.56756055
854,-1.6042489,0.33230022
855,-0.017783582,-0.5451655
856,-1.681146,-0.60549027
857,1.7092274,-0.25703377
858,0.25912476,-0.19793314
859,-0.09503965,0.8408955
860,1.397303,0.11592609
861,-0.38609043,-0.19070335
862,0.41788363,-0.54426473
863,-0.11522366,-0.5382994
864,-0.73599786,-0.7137289
865,-1.1436355,-0.91406304
866,-0.19282594,-0.13925949
867,-0.16970484,-0.14860833
868,-0.43404895,-0.68134147
869,-0.24918312,-1.1027924
870,-1.6690618,0.13057639
871,1.1382008,0.52764386
872,0.3281852,0.117649354
873,-0.024740921,-0.18743828
874,-0.20089439,-1.2172599
875,1.4300504,0.63466716
876,0.35641804,0.10319022
877,-0.59350395,-1.781448
878,0.17241265,-1.1618441
879,-0.39018714,-0.18681952
880,0.18643273,-1.8168223
881,-0.485686,0.31651932
882,-0.6103443,0.28877166
883,-0.32626846,0.9321974
884,0.5515796,-0.29253414
885,-0.45874253,-0.09436376
886,1.286939,0.32338423
887,-0.06315021,0.81158185
888,-0.4082627,1.4696113
889,1.747288,-0.70420915
890,-0.16970302,-0.14862056
891,-0.084245145,0.18921049
892,1.5529271,0.74497
893,-0.91606927,-0.09545068
894,0.4001357,0.091934174
895,1.189172,1.2130219
896,-0.6231337,-1.2002869
897,-0.7762079,-0.8094525
898,0.48974085,-1.8586861
899,0.22925895,0.6228338
900,-0.08574459,0.20035596
901,0.5760903,-0.2697554
902,0.40842316,-0.5417158
903,-1.0277232,-0.0005426306
904,0.24969196,0.73793566
905,-0.7070287,-1.1419941
906,-0.57575154,-0.17841718
907,1.7824402,-0.33085254
908,-0.47320437,0.32000422
909,-0.6432605,-0.96014637
910,1.6000526,-1.0000885
911,-0.19808592,-1.2244384
912,1.7424175,-0.2944221
913,-0.12546436,-0.810938
914,-0.3434553,-0.41883516
915,0.1494608,-0.18034813
916,0.39671993,-0.54851633
917,0.34892827,-0.57018363
918,0.25604692,-1.8844731
919,1.0314659,-0.06877973
920,0.6179,1.4621634
921,1.7788278,0.34603238
922,-0.5937196,0.26697847
923,0.5031355,-0.29901037
924,-0.34714195,0.92911685
925,0.2908388,-0.5779936
926,0.253431,-1.880617
927,-0.44216102,-0.6877264
928,-0.3933593,1.4737151
929,-0.10886315,-0.8090108
930,1.3487943,-0.61046946
931,1.1267358,0.5093499
932,-0.22156073,0.16595457
933,-0.08294419,0.1865716
